BOOKSELLER_CATEGORY,AUTHOR,TITLE,SERIES,VOLUME,PUB_DATE,EXTENT,CLOTH_ISBN,CLOTH_PRICE,PAPER_ISBN,PAPER_PRICE,ELECTRONIC_ISBN,ELECTRONIC_PRICE,URL
PSYC Psychology,Adamopoulos J & Kashima Y,Social Psychology and Cultural Context,Cross Cultural Psychology,Volume 4,9/30/1999,320 pages,978-0-7619-0637-7,£115.00,978-0-7619-0638-4,£78.00,,,http://www.uk.sagepub.com/books/Book6196
SOCT Social Theory,Adams B & Sydie R,Sociological Theory,,,4/30/2001,672 pages,,,978-0-7619-8557-0,£125.00,,,http://www.uk.sagepub.com/books/Book19159
SOCT Social Theory,Adams B & Sydie R,Classical Sociological Theory,,,3/30/2002,384 pages,,,978-0-7619-8780-2,£85.00,,,http://www.uk.sagepub.com/books/Book225360
SOCI Sociology and Cultural Studies,Adams B & Trost J,Handbook of World Families,,,1/30/2005,664 pages,978-0-7619-2763-1,£120.00,,,,,http://www.uk.sagepub.com/books/Book225630
PUBA Public Administration and Urban Studies,Adams G & Balfour D,Unmasking Administrative Evil,Rethinking Public Administration,Volume 5,6/30/1998,240 pages,978-0-7619-0668-1,£55.00,978-0-7619-0669-8,£66.00,,,http://www.uk.sagepub.com/books/Book7111
MANA Management and Organization Studies,Adams J et al,Research Methods for Business and Social Science Students: Second Edition,,,3/4/2014,304 pages,,,978-8-13-211366-9,£19.99,978-8-13-211981-4,£16.00,http://www.uk.sagepub.com/books/Book242499
EDUC Primary and Secondary Education,Adams K,Behaviour for Learning in the Primary School,Achieving QTS Series,,1/9/2009,112 pages,,,978-1-84445-188-3,£19.99,978-1-84445-819-6,£15.99,http://www.uk.sagepub.com/books/Book238445
STAT Statistics and Mathematical Methods,Adams K & Lawrence E,"Research Methods, Statistics, and Applications",,,3/18/2014,656 pages,,,978-1-4522-2018-5,£83.00,,,http://www.uk.sagepub.com/books/Book237873
,Adams K & Lawrence E,"Research Methods, Statistics, and Applications: Second Edition",,,4/30/2018,512 pages,,,978-1-5063-5045-5,£66.00,,,http://www.uk.sagepub.com/books/Book249775
,Adams K & Lawrence E,"Student Study Guide With IBM® SPSS® Workbook for Research Methods, Statistics, and Applications 2e: Second Edition",,,4/30/2018,368 pages,,,978-1-5443-1867-7,,,,http://www.uk.sagepub.com/books/Book260562
HEAL Health Studies and Nursing,Adams L et al,Promoting Health,,,4/18/2002,224 pages,978-0-7619-6833-7,£95.00,978-0-7619-6834-4,£37.99,978-1-84860-556-5,£29.99,http://www.uk.sagepub.com/books/Book210771
SOCI Sociology and Cultural Studies,Adams M,Self and Social Change,,,5/18/2007,208 pages,978-1-4129-0710-1,£97.00,978-1-4129-0711-8,£29.99,978-1-84860-490-2,£23.99,http://www.uk.sagepub.com/books/Book227271
PSYC Psychotherapy and Counselling,Adams M,A Concise Introduction to Existential Counselling,,,1/15/2013,160 pages,978-1-4462-0843-4,£69.00,978-1-4462-0844-1,£19.99,978-1-4462-7463-7,£15.99,http://www.uk.sagepub.com/books/Book237291
EDUC Primary and Secondary Education,Adams T & LaFramenta J,Math Know-How,,,2/28/2014,208 pages,,,978-1-4522-8263-3,£23.99,,,http://www.uk.sagepub.com/books/Book239450
EDUC Primary and Secondary Education,Adelman H & Taylor L,The Implementation Guide to Student Learning Supports in the Classroom and Schoolwide,,,9/30/2005,400 pages,978-1-4129-1452-9,£73.00,978-1-4129-1453-6,£35.99,,,http://www.uk.sagepub.com/books/Book227121
EDUC Primary and Secondary Education,Adelman H & Taylor L,The School Leader's Guide To Student Learning Supports,,,9/30/2005,408 pages,978-1-4129-0965-5,£73.00,978-1-4129-0966-2,£35.99,,,http://www.uk.sagepub.com/books/Book226872
EDUC Primary and Secondary Education,Adelman H & Taylor L,Mental Health in Schools,,,12/27/2009,328 pages,,,978-1-4129-7538-4,£33.99,,,http://www.uk.sagepub.com/books/Book234072
STAT Statistics and Mathematical Methods,Ader H & Mellenbergh G,"Research Methodology in the Social, Behavioural and Life Sciences",,,9/28/1999,416 pages,978-0-7619-5883-3,£116.00,978-0-7619-5884-0,£33.99,978-1-4462-0528-0,£26.99,http://www.uk.sagepub.com/books/Book206827
EDUC Primary and Secondary Education,Adger C et al,Engaging Students,,,8/30/1995,192 pages,978-0-8039-6230-9,£36.00,978-0-8039-6231-6,£22.99,,,http://www.uk.sagepub.com/books/Book4837
POLI Politics and International Relations,Adkins R,"The Evolution of Political Parties, Campaigns, and Elections",,,2/21/2008,360 pages,,,978-0-87289-578-2,£42.99,,,http://www.uk.sagepub.com/books/Book236375
MANA Management and Organization Studies,Adler N et al,Collaborative Research in Organizations,,,9/30/2003,408 pages,978-0-7619-2862-1,£89.00,978-0-7619-2863-8,£61.00,,,http://www.uk.sagepub.com/books/Book225981
SOCR Social Research Methods and Evaluation,Adler P,Membership Roles in Field Research,Qualitative Research Methods,Volume 6,8/10/1987,96 pages,978-0-8039-2760-5,£26.00,978-0-8039-2578-6,£20.99,,,http://www.uk.sagepub.com/books/Book2159
DEVE Development Studies,Administration Y,Maharashtra Human Development Report 2012,,,4/29/2014,260 pages,,,978-8-13-211136-8,£24.99,978-9-35-150083-4,£20.00,http://www.uk.sagepub.com/books/Book241944
POLI Politics and International Relations,Adolino J & Blake C,Comparing Public Policies: 2nd Edition,,,1/5/2010,480 pages,,,978-1-933116-78-5,£58.00,,,http://www.uk.sagepub.com/books/Book236354
,Adornato A,Mobile and Social Media Journalism,,,10/31/2017,216 pages,,,978-1-5063-5714-0,£47.99,,,http://www.uk.sagepub.com/books/Book253886
EDUC Primary and Secondary Education,Aefsky F,Inclusion Confusion,,,10/18/1995,80 pages,978-0-8039-6283-5,£29.99,978-0-8039-6284-2,£10.99,,,http://www.uk.sagepub.com/books/Book5270
SOCR Social Research Methods and Evaluation,Agar M,Speaking of Ethnography,Qualitative Research Methods,Volume 2,2/25/1986,80 pages,978-0-8039-2561-8,£16.99,978-0-8039-2492-5,£19.99,,,http://www.uk.sagepub.com/books/Book1798
MANA Management and Organization Studies,Agard K,Leadership in Nonprofit Organizations,,,12/19/2010,1072 pages,978-1-4129-6886-7,£280.00,,,,,http://www.uk.sagepub.com/books/Book233144
MANA Management and Organization Studies,Agarwal A,Contracts and Arbitration for Managers,,,1/26/2016,252 pages,,,978-9-35-150637-9,£14.99,978-9-35-150638-6,£12.00,http://www.uk.sagepub.com/books/Book249736
EDUT Tertiary Education,Agarwal P,Indian Higher Education,,,7/30/2009,520 pages,978-8-17-829941-9,£42.00,,,978-8-13-210409-4,£34.00,http://www.uk.sagepub.com/books/Book233991
EDUC Primary and Secondary Education,Agarwal P,A Half-Century of Indian Higher Education,,,12/12/2012,628 pages,978-8-13-211048-4,£42.00,,,978-8-13-211118-4,£34.00,http://www.uk.sagepub.com/books/Book240712
,Agarwal P,Bhartiya Uccha Shiksha ke Paanch Dashak,,,3/31/2018,,,,978-9-35-280446-7,,978-9-35-280448-1,,http://www.uk.sagepub.com/books/Book261062
MANA Management and Organization Studies,Agarwal S,Corporate Social Responsibility in India,,,5/31/2008,352 pages,,,978-0-7619-3628-2,£19.99,978-8-13-210002-7,£16.00,http://www.uk.sagepub.com/books/Book232804
DEVE Development Studies,Agarwala R,India 2050,,,11/11/2014,388 pages,978-9-35-150043-8,£42.00,,,978-9-35-150154-1,£34.00,http://www.uk.sagepub.com/books/Book244499
,Agarwala R,Bharat 2050,,,1/31/2017,424 pages,,,978-9-38-598552-2,,978-9-35-280363-7,£9.99,http://www.uk.sagepub.com/books/Book253721
,Agarwala R,Demonetisation,,,7/31/2017,224 pages,,,978-9-38-660213-8,£15.99,978-9-38-660215-2,£13.00,http://www.uk.sagepub.com/books/Book259826
,Aggarwal V,LEADING SCIENCE AND TECHNOLOGY: INDIA NEXT?,,,2/28/2018,,,,978-9-35-280508-2,,978-9-35-280509-9,,http://www.uk.sagepub.com/books/Book261232
POLI Politics and International Relations,Agh A,The Politics of Central Europe,SAGE Politics Texts series,,6/28/1998,256 pages,978-0-7619-5031-8,£109.00,978-0-7619-5032-5,£41.99,978-1-84920-684-6,£33.99,http://www.uk.sagepub.com/books/Book205328
ENVI Environmental Studies,Agnew J & Livingstone D,The SAGE Handbook of Geographical Knowledge,,,2/28/2011,656 pages,978-1-4129-1081-1,£120.00,,,978-1-4462-0954-7,£60.00,http://www.uk.sagepub.com/books/Book227938
MANA Management and Organization Studies,Agochiya D,Every Trainer's Handbook: Second Edition,,,7/31/2009,440 pages,,,978-8-13-210081-2,£19.99,978-8-13-210410-0,£16.00,http://www.uk.sagepub.com/books/Book234199
PSYC Psychology,Agochiya D,Life Competencies for Adolescents,,,9/30/2010,392 pages,,,978-8-13-210460-5,£19.99,978-8-13-210607-4,£16.00,http://www.uk.sagepub.com/books/Book235341
,Agochiya D,Life Competencies for Growth and Success,,,2/28/2018,,,,978-9-35-280526-6,,978-9-35-280528-0,,http://www.uk.sagepub.com/books/Book261691
SOCI Sociology and Cultural Studies,Agrawal A,Migrant Women and Work,Women and Migration in Asia,,5/31/2006,232 pages,978-0-7619-3456-1,£37.00,978-0-7619-3457-8,£19.99,978-9-35-280518-1,,http://www.uk.sagepub.com/books/Book229301
PUBA Public Administration and Urban Studies,Ahluwalia I et al,Urbanisation in India,,,2/5/2014,360 pages,978-8-13-211775-9,£42.00,,,978-8-13-211959-3,£34.00,http://www.uk.sagepub.com/books/Book243389
POLI Politics and International Relations,Ahmad I et al,Pluralism and Equality,,,11/30/2000,382 pages,978-0-7619-9478-7,£42.00,978-0-7619-9479-4,£19.99,,,http://www.uk.sagepub.com/books/Book220632
,Ahmad K,Kashmir,,,7/31/2017,412 pages,,,978-9-38-606280-2,£21.99,978-9-38-606282-6,£18.00,http://www.uk.sagepub.com/books/Book258279
SOCI Sociology and Cultural Studies,Ahmed A & Sonn T,The SAGE Handbook of Islamic Studies,,,4/30/2010,392 pages,978-0-7619-4325-9,£120.00,,,978-1-4462-6452-2,£60.00,http://www.uk.sagepub.com/books/Book225624
ECON Economics,Ahmed J & Kohli H,Islamic Finance,,,6/30/2011,320 pages,978-8-13-210706-4,£38.00,,,978-8-13-210767-5,£30.00,http://www.uk.sagepub.com/books/Book237474
ECON Economics,Ahmed S,India's Long-Term Growth Experience,,,3/31/2007,108 pages,978-0-7619-3605-3,£30.00,,,978-8-13-210116-1,£24.00,http://www.uk.sagepub.com/books/Book232045
ECON Economics,Ahmed S,Job Creation and Poverty Reduction in India,,,1/31/2008,356 pages,978-0-7619-3651-0,£38.00,,,978-8-13-210017-1,£30.00,http://www.uk.sagepub.com/books/Book232777
DEVE Development Studies,Ahmed S et al,Promoting Economic Cooperation in South Asia,,,2/28/2010,472 pages,978-8-13-210311-0,£42.00,,,978-8-13-210497-1,£34.00,http://www.uk.sagepub.com/books/Book234918
CRIM Criminology,Ahranjani M et al,Youth Justice in America: Second Edition,,,9/30/2014,368 pages,978-1-4833-1917-9,,978-1-4833-1916-2,£37.99,,,http://www.uk.sagepub.com/books/Book241278
MANA Management and Organization Studies,Ahrne G,Social Organizations,,,7/5/1994,192 pages,978-0-8039-8920-7,£42.50,978-0-8039-8921-4,£35.99,978-1-4462-6565-9,£28.99,http://www.uk.sagepub.com/books/Book204566
"SOCW Social Welfare, Family Studies & Gerontology",Aiken L,Aging,,,10/7/1994,476 pages,978-0-8039-5445-8,£126.00,,,,,http://www.uk.sagepub.com/books/Book4475
PSYC Psychology,Aiken L,Attitudes and Related Psychosocial Constructs,,,4/30/2002,328 pages,978-0-7619-2452-4,£82.00,978-0-7619-2453-1,£49.99,,,http://www.uk.sagepub.com/books/Book220836
STAT Statistics and Mathematical Methods,Aiken L & West S,Multiple Regression,,,5/28/1991,224 pages,978-0-8039-3605-8,£29.00,978-0-7619-0712-1,£77.00,,,http://www.uk.sagepub.com/books/Book3045
SOCI Sociology and Cultural Studies,Ainsworth J,Sociology of Education,,,7/31/2013,1056 pages,978-1-4522-0505-2,£245.00,,,,,http://www.uk.sagepub.com/books/Book237016
EDUC Primary and Secondary Education,Ainsworth L,Common Formative Assessments 2.0 Professional Learning Workbook,,,6/30/2015,216 pages,,,978-1-4833-9127-4,£19.99,,,http://www.uk.sagepub.com/books/Book245584
EDUC Primary and Secondary Education,Ainsworth L,Learning Intentions and Success Criteria Professional Learning Workbook: Day 1,,,10/31/2016,56 pages,,,978-1-5063-6197-0,£18.99,,,http://www.uk.sagepub.com/books/Book254862
EDUC Primary and Secondary Education,Ainsworth L & Viegut D,Common Formative Assessments 2.0,,,3/5/2015,304 pages,,,978-1-4833-6882-5,£28.99,,,http://www.uk.sagepub.com/books/Book244099
EDUC Primary and Secondary Education,Airasian P & Gullickson A,Teacher Self-Evaluation Tool Kit,,,12/31/1996,96 pages,978-0-8039-6516-4,£35.99,978-0-8039-6517-1,£21.99,,,http://www.uk.sagepub.com/books/Book5472
"SOCW Social Welfare, Family Studies & Gerontology",Aitken L & Griffin G,Gender Issues in Elder Abuse,,,10/28/1996,192 pages,978-0-8039-7522-4,£67.00,978-0-8039-7523-1,£32.99,,,http://www.uk.sagepub.com/books/Book205031
ENVI Environmental Studies,Aitken S & Valentine G,Approaches to Human Geography: Second Edition,,,12/15/2014,456 pages,978-1-4462-7601-3,£93.00,978-1-4462-7602-0,£32.99,978-1-4739-0742-3,£25.99,http://www.uk.sagepub.com/books/Book241824
EDUC Primary and Secondary Education,Akhavan N,"The Nonfiction Now Lesson Bank, Grades 4-8",Corwin Literacy,,3/18/2014,320 pages,,,978-1-4522-8650-1,£28.99,,,http://www.uk.sagepub.com/books/Book241055
,Akhavan N,"The Big Book of Literacy Tasks, Grades K-8",Corwin Literacy,,4/30/2018,240 pages,,,978-1-5063-8963-9,,,,http://www.uk.sagepub.com/books/Book258180
POLI Politics and International Relations,al. A,New Labour Triumphs,,,1/1/1998,260 pages,,,978-1-56643-057-9,£27.99,,,http://www.uk.sagepub.com/books/Book236229
POLI Politics and International Relations,al. R,Power Transitions,,,1/1/2001,193 pages,,,978-1-889119-43-4,£43.99,,,http://www.uk.sagepub.com/books/Book236218
SOCI Sociology and Cultural Studies,Alasuutari P,Researching Culture,,,7/30/1995,224 pages,978-0-8039-7830-0,£42.50,978-0-8039-7831-7,£39.99,,,http://www.uk.sagepub.com/books/Book204614
COMM Communication and Media Studies,Alasuutari P,Rethinking the Media Audience,,,8/28/1999,224 pages,978-0-7619-5070-7,£106.00,978-0-7619-5071-4,£37.99,978-1-84920-673-0,£29.99,http://www.uk.sagepub.com/books/Book205368
SOCI Sociology and Cultural Studies,Alasuutari P,Social Theory and Human Reality,,,9/18/2004,192 pages,978-0-7619-5164-3,£97.00,978-0-7619-5165-0,£33.99,978-1-4129-3124-3,£26.99,http://www.uk.sagepub.com/books/Book205662
SOCR Social Research Methods and Evaluation,Alasuutari P et al,The SAGE Handbook of Social Research Methods,,,2/28/2008,648 pages,978-1-4129-1992-0,£120.00,978-1-84860-730-9,£30.99,978-1-4462-0657-7,£24.99,http://www.uk.sagepub.com/books/Book228804
SOCR Social Research Methods and Evaluation,Alaszewski A,Using Diaries for Social Research,Introducing Qualitative Methods series,,1/18/2006,144 pages,978-0-7619-7290-7,£96.00,978-0-7619-7291-4,£28.99,978-1-84787-728-4,£22.99,http://www.uk.sagepub.com/books/Book219185
SOCI Sociology and Cultural Studies,Albala K,The SAGE Encyclopedia of Food Issues,,,6/30/2015,1664 pages,978-1-4522-4301-6,£320.00,,,,,http://www.uk.sagepub.com/books/Book239023
CRIM Criminology,Albanese J & Reichel P,Transnational Organized Crime,,,7/31/2013,224 pages,,,978-1-4522-9007-2,£36.99,,,http://www.uk.sagepub.com/books/Book241197
PSYC Psychology,Albee G & Gullotta T,Primary Prevention Works,Issues in Children's and Families' Lives,Volume 6,2/28/1997,440 pages,978-0-7619-0467-0,£136.00,978-0-7619-0468-7,£63.00,,,http://www.uk.sagepub.com/books/Book6050
PSYC Psychology,Albee G et al,Improving Children's Lives,Primary Prevention of Psychopathology,Volume 14,2/19/1992,398 pages,978-0-8039-4610-1,£106.00,,,,,http://www.uk.sagepub.com/books/Book3634
EDUC Primary and Secondary Education,Alber-Morgan S,"Using RTI to Teach Literacy to Diverse Learners, K-8",,,6/7/2010,152 pages,,,978-1-4129-6952-9,£25.99,,,http://www.uk.sagepub.com/books/Book233163
WOME Women's and Gender Studies,Alberti J,Eleanor Rathbone,Women of Ideas series,,2/28/1996,208 pages,978-0-8039-8875-0,£111.00,978-0-8039-8876-7,£27.99,,,http://www.uk.sagepub.com/books/Book204096
PSYC Psychology,Albery I & Munafo M,Key Concepts in Health Psychology,,,1/30/2008,304 pages,978-1-4129-1932-6,£87.00,978-1-4129-1933-3,£27.99,978-1-84920-496-5,£21.99,http://www.uk.sagepub.com/books/Book228438
EDUC Primary and Secondary Education,Albon D & Mukherji P,Food and Health in Early Childhood,,,3/30/2008,184 pages,978-1-4129-4721-3,£86.00,978-1-4129-4722-0,£27.99,978-1-84920-508-5,£21.99,http://www.uk.sagepub.com/books/Book231896
HEAL Health Studies and Nursing,Albrecht G,The Disability Business,SAGE Library of Social Research,Volume 190,7/13/1992,336 pages,978-0-8039-3630-0,£49.00,978-0-8039-3631-7,£58.00,,,http://www.uk.sagepub.com/books/Book3154
HEAL Health Studies and Nursing,Albrecht G,Encyclopedia of Disability,,,10/31/2005,2936 pages,978-0-7619-2565-1,£715.00,,,,,http://www.uk.sagepub.com/books/Book220819
HEAL Health Studies and Nursing,Albrecht G,The SAGE Reference Series on Disability,The SAGE Reference Series on Disability: Key Issues and Future Directions,,2/11/2013,2816 pages,978-1-4129-8015-9,£415.00,,,,,http://www.uk.sagepub.com/books/Book233948
HEAL Health Studies and Nursing,Albrecht G et al,The Handbook of Social Studies in Health and Medicine,,,3/30/2003,546 pages,978-0-7619-5617-4,£120.00,978-0-7619-4272-6,£44.99,978-1-84787-096-4,£35.99,http://www.uk.sagepub.com/books/Book205728
"SOCW Social Welfare, Family Studies & Gerontology",Albrecht G et al,Handbook of Disability Studies,,,7/30/2003,864 pages,978-0-7619-1652-9,£120.00,978-0-7619-2874-4,£58.00,,,http://www.uk.sagepub.com/books/Book10687
ENVI Environmental Studies,Albrecht J,Key Concepts and Techniques in GIS,,,8/30/2007,120 pages,978-1-4129-1015-6,£102.00,978-1-4129-1016-3,£25.99,978-1-84920-651-8,£20.99,http://www.uk.sagepub.com/books/Book227647
PSYC Psychology,Alcock J & Sadava S,An Introduction to Social Psychology,,,8/18/2014,656 pages,978-1-4462-5618-3,£132.00,978-1-4462-5619-0,£41.99,978-1-4739-0736-2,£33.99,http://www.uk.sagepub.com/books/Book239264
HEAL Health Studies and Nursing,Alcock P & Powell M,Welfare Theory and Development,Sage Library of Health and Social Welfare Series,,1/31/2011,1672 pages,978-1-84787-385-9,£645.00,,,,,http://www.uk.sagepub.com/books/Book232750
STAT Statistics and Mathematical Methods,Aldenderfer M & Blashfield R,Cluster Analysis,Quantitative Applications in the Social Sciences,Volume 44,2/21/1985,88 pages,,,978-0-8039-2376-8,£17.99,,,http://www.uk.sagepub.com/books/Book465
PSYC Psychotherapy and Counselling,Alderson K,Counseling LGBTI Clients,,,6/17/2012,344 pages,,,978-1-4129-8718-9,£47.99,,,http://www.uk.sagepub.com/books/Book234754
SOCR Social Research Methods and Evaluation,Alderson P & Morrow V,The Ethics of Research with Children and Young People,,,1/31/2011,176 pages,978-0-85702-136-6,£95.00,978-0-85702-137-3,£30.99,978-1-4462-0938-7,£24.99,http://www.uk.sagepub.com/books/Book235169
"SOCW Social Welfare, Family Studies & Gerontology",Aldous J,Family Careers,,,5/30/1996,316 pages,978-0-8039-5179-2,£58.00,978-0-8039-5180-8,£57.00,,,http://www.uk.sagepub.com/books/Book5005
MANA Management and Organization Studies,Aldrich H & Ruef M,Organizations Evolving: Second Edition,,,2/28/2006,344 pages,978-1-4129-1046-0,£110.00,978-1-4129-1047-7,£36.99,978-1-84920-208-4,£29.99,http://www.uk.sagepub.com/books/Book227786
STAT Statistics and Mathematical Methods,Aldrich J & Cunningham J,Using IBM® SPSS® Statistics: Second Edition,,,9/30/2015,472 pages,,,978-1-4833-8357-6,£33.99,,,http://www.uk.sagepub.com/books/Book244346
STAT Statistics and Mathematical Methods,Aldrich J & Nelson F,"Linear Probability, Logit, and Probit Models",Quantitative Applications in the Social Sciences,Volume 45,2/21/1985,96 pages,,,978-0-8039-2133-7,£17.99,,,http://www.uk.sagepub.com/books/Book466
STAT Statistics and Mathematical Methods,Aldrich J & Rodriguez H,Building SPSS Graphs to Understand Data,,,6/17/2012,392 pages,,,978-1-4522-1684-3,£29.99,,,http://www.uk.sagepub.com/books/Book237456
